filepath,sample_rate,datatype,frequency
demod_train\CommSignal2\CommSignal2_demod_train_0050.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0051.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0052.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0053.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0054.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0055.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0056.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0057.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0058.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0059.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0060.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0061.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0062.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0063.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0064.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0065.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0066.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0067.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0068.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0069.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0070.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0071.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0072.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0073.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0074.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0075.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0076.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0077.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0078.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0079.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0080.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0081.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0082.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0083.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0084.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0085.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0086.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0087.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0088.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0089.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0090.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0091.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0092.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0093.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0094.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0095.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0096.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0097.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0098.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0099.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0100.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0101.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0102.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0103.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0104.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0105.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0106.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0107.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0108.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0109.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0110.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0111.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0112.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0113.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0114.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0115.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0116.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0117.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0118.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0119.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0120.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0121.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0122.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0123.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0124.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0125.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0126.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0127.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0128.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0129.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0130.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0131.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0132.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0133.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0134.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0135.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0136.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0137.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0138.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0139.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0140.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0141.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0142.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0143.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0144.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0145.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0146.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0147.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0148.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0149.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0150.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0151.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0152.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0153.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0154.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0155.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0156.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0157.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0158.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0159.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0160.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0161.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0162.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0163.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0164.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0165.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0166.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0167.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0168.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0169.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0170.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0171.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0172.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0173.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0174.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0175.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0176.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0177.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0178.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0179.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0180.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0181.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0182.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0183.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0184.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0185.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0186.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0187.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0188.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0189.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0190.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0191.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0192.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0193.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0194.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0195.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0196.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0197.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0198.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0199.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0200.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0201.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0202.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0203.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0204.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0205.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0206.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0207.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0208.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0209.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0210.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0211.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0212.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0213.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0214.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0215.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0216.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0217.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0218.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0219.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0220.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0221.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0222.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0223.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0224.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0225.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0226.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0227.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0228.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0229.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0230.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0231.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0232.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0233.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0234.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0235.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0236.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0237.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0238.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0239.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0240.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0241.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0242.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0243.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0244.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0245.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0246.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0247.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0248.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0249.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0250.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0251.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0252.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0253.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0254.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0255.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0256.sigmf-meta,25000000.0,cf32_le,2437000000.0
demod_train\CommSignal2\CommSignal2_demod_train_0257.sigmf-meta,25000000.0,cf32_le,2437000000.0
